fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,fixed acidity_scaled,volatile acidity_scaled,citric acid_scaled,residual sugar_scaled,chlorides_scaled,free sulfur dioxide_scaled,total sulfur dioxide_scaled,density_scaled,pH_scaled,sulphates_scaled,alcohol_scaled,quality
8.9,0.48,0.24,2.85,0.094,35.0,106.0,0.9982,3.1,0.53,9.2,0.3394498590546695,-0.2704224139714652,-0.16541409112427993,0.24160123199199537,0.1190546060923229,1.8295429521346043,1.8468742194504626,0.7981098281946787,-1.3536431101978021,-0.7544070711000244,-1.1392740327915833,5
7.6,0.42,0.08,2.7,0.084,15.0,48.0,0.9968,3.21,0.59,10.0,-0.40924685254568716,-0.5983558410272842,-0.9839766758776577,0.1306393954671148,-0.08354395348627253,-0.08553743910850388,0.04451454755853553,0.04873718632654597,-0.6438707196559953,-0.4027156150512227,-0.39967505876552323,5
7.1,0.31,0.3,2.2,0.053,36.0,127.0,0.9965,2.94,1.62,9.5,-0.6972071262381319,-1.1995671239629526,0.14154687815823674,-0.23923339294915397,-0.7115994881799188,1.9252969716967596,2.4994527213423674,-0.11184266550232687,-2.3860393146222503,5.634654380453211,-0.8619244175318104,5
7.5,1.115,0.1,3.1,0.086,5.0,12.0,0.9958,3.54,0.6,11.2,-0.46683890728417593,3.2002063557026204,-0.8816563527834855,0.42653762620012975,-0.043024241570553665,-1.0430776347300579,-1.0741914556847296,-0.48652898643642295,1.485446451969428,-0.3441003723764223,0.7097234022735651,4
9.0,0.66,0.17,3.0,0.077,5.0,13.0,0.9976,3.29,0.55,10.4,0.39704191379315823,0.7133778671959924,-0.5235352219538827,0.3525630685168759,-0.22536294519128952,-1.0430776347300579,-1.0431162889279721,0.476950124536933,-0.1276726174437711,-0.6371765857504236,-0.029875571752493238,5
8.1,0.72,0.09,2.8,0.084,18.0,49.0,0.9994,3.43,0.72,11.1,-0.12128657885324247,1.0413112942518112,-0.9328165143305717,0.2046139531503683,-0.08354395348627253,0.20172461957796234,0.07558971431529289,1.4404292355102295,0.7756740614276212,0.35928253972118157,0.6172735305203081,6
6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,-1.100351509407554,0.22147772661226328,-1.2909376451601744,-0.535131623682169,-0.4279615047698849,-1.1388316542922132,-1.1052666224414869,0.15579042087912787,0.9692483497572039,0.12482156902198069,-0.8619244175318104,5
6.4,0.865,0.03,3.2,0.071,27.0,58.0,0.995,3.61,0.49,12.7,-1.100351509407554,1.833817076303374,-1.2397774836130884,0.5005121838833836,-0.34692208093844695,1.0635107956373608,0.3552662151261092,-0.9147419246468099,1.9371197914051228,-0.9888680417992258,2.0964714785724263,6
9.5,0.55,0.66,2.3,0.387,12.0,37.0,0.9982,3.17,0.67,9.6,0.6850021874856029,0.11216658426032408,1.9833126938533372,-0.16525883526590046,6.055192401745172,-0.37279949779497007,-0.29731228676579546,0.7981098281946787,-0.9019697707621074,0.06620632634718031,-0.7694745457785532,5
8.9,0.875,0.13,3.45,0.088,4.0,14.0,0.9994,3.44,0.52,11.5,0.3394498590546695,1.8884726474793438,-0.7281758681422271,0.6854485780915179,-0.0025045296548345205,-1.1388316542922132,-1.012041122171215,1.4404292355102295,0.8401988242041478,-0.8130223137748247,0.9870730175333381,5
7.3,0.835,0.03,2.1,0.092,10.0,19.0,0.9966,3.39,0.47,9.6,-0.5820230167611539,1.6698503627754644,-1.2397774836130884,-0.3132079506324078,0.07853489417660377,-0.5643075369192809,-0.8566652883874281,-0.05831604822603592,0.5175750103215091,-1.1060985271488266,-0.7694745457785532,5
7.0,0.45,0.34,2.7,0.0819999999999999,16.0,72.0,0.998,3.55,0.6,9.5,-0.7547991809766207,-0.4343891274993746,0.3461875243465814,0.1306393954671148,-0.12406366540199364,0.010216580453651524,0.7903185497207122,0.6910565936420968,1.5499712147459546,-0.3441003723764223,-0.8619244175318104,5
7.7,0.56,0.2,2.0,0.075,9.0,39.0,0.9987,3.48,0.62,9.3,-0.35165479780719794,0.16682215543629397,-0.3700547373126243,-0.3871825083156616,-0.26588265710700865,-0.6600615564814363,-0.23516195325228073,1.0657429145761927,1.09829787531026,-0.22686988702682157,-1.0468241610383244,5
7.7,0.965,0.1,2.1,0.1119999999999999,11.0,22.0,0.9963,3.26,0.5,9.5,-0.35165479780719794,2.3803727880630725,-0.8816563527834855,-0.3132079506324078,0.48373201333379295,-0.46855351735712547,-0.763439788117156,-0.2188959000549682,-0.32124690577335663,-0.9302527991244255,-0.8619244175318104,5
8.2,0.59,0.0,2.5,0.093,19.0,58.0,1.0002,3.5,0.65,9.3,-0.06369452411475372,0.33078886896420306,-1.3932579682543467,-0.017309719899392832,0.09879475013446333,0.29747863914011774,0.3552662151261092,1.8686421737206165,1.2273474008633158,-0.051024159002420445,-1.0468241610383244,6
9.0,0.46,0.23,2.8,0.092,28.0,104.0,0.9983,3.1,0.56,9.2,0.39704191379315823,-0.3797335563234047,-0.21657425267136596,0.2046139531503683,0.07853489417660377,1.1592648151995164,1.7847238859369479,0.8516364454709696,-1.3536431101978021,-0.5785613430756232,-1.1392740327915833,5
9.0,0.69,0.0,2.4,0.088,19.0,38.0,0.999,3.35,0.6,9.3,0.39704191379315823,0.8773445807239014,-1.3932579682543467,-0.09128427758264665,-0.0025045296548345205,0.29747863914011774,-0.2662371200090381,1.2263227664050658,0.259475959215397,-0.3441003723764223,-1.0468241610383244,5
8.3,0.76,0.29,4.2,0.075,12.0,16.0,0.9965,3.45,0.68,11.5,-0.0061024693762639646,1.2599335789556907,0.09038671661115057,1.240257760715921,-0.26588265710700865,-0.37279949779497007,-0.9498907886577002,-0.11184266550232687,0.9047235869806772,0.12482156902198069,0.9870730175333381,6
9.2,0.53,0.24,2.6,0.078,28.0,139.0,0.99788,3.21,0.57,9.5,0.5122260232701357,0.002855441908384288,-0.16541409112427993,0.056664837783860986,-0.20510308923342996,1.1592648151995164,2.872354722423456,0.6268246529105358,-0.6438707196559953,-0.5199461004008235,-0.8619244175318104,5
6.5,0.615,0.0,1.9,0.065,9.0,18.0,0.9972,3.46,0.65,9.2,-1.0427594546690653,0.46742779690412783,-1.3932579682543467,-0.4611570659989154,-0.4684812166856041,-0.6600615564814363,-0.8877404551441854,0.2628436554317098,0.9692483497572039,-0.051024159002420445,-1.1392740327915833,5
11.6,0.41,0.58,2.8,0.096,25.0,101.0,1.00024,3.13,0.53,10.0,1.8944353369938705,-0.6530114122032542,1.5740314014766479,0.2046139531503683,0.15957431800804206,0.8720027565130501,1.6914983856666759,1.8900528206311566,-1.1600688218682194,-0.7544070711000244,-0.39967505876552323,5
11.1,0.39,0.54,2.7,0.095,21.0,101.0,1.0001,3.13,0.51,9.5,1.6064750633014258,-0.7623225545551937,1.3693907552883038,0.1306393954671148,0.13931446205018247,0.48898667826442854,1.6914983856666759,1.8151155564443255,-1.1600688218682194,-0.871637556449625,-0.8619244175318104,5
7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,-0.5820230167611539,-0.10645570044355551,-0.4723750604067966,-0.3132079506324078,-0.36718193689630624,-0.37279949779497007,-0.5769887875766118,0.5197714183579538,1.356396926416372,0.4178977823959819,-0.8619244175318104,6
8.2,0.34,0.38,2.5,0.08,12.0,57.0,0.9978,3.3,0.47,9.0,-0.06369452411475372,-1.035600410435043,0.5508281705349257,-0.017309719899392832,-0.1645833773177108,-0.37279949779497007,0.3241910483693518,0.5840033590895148,-0.06314785466724451,-1.1060985271488266,-1.3241737762980974,6
8.6,0.33,0.4,2.6,0.083,16.0,68.0,0.99782,3.3,0.48,9.4,0.16667369483920225,-1.0902559816110127,0.6531484936290981,0.056664837783860986,-0.10380380944413209,0.010216580453651524,0.6660178826936828,0.5947086825447849,-0.06314785466724451,-1.0474832844740263,-0.9543742892850674,5
7.2,0.5,0.18,2.1,0.071,12.0,31.0,0.99761,3.52,0.72,9.6,-0.6396150714996427,-0.1611112716195254,-0.4723750604067966,-0.3132079506324078,-0.34692208093844695,-0.37279949779497007,-0.48376328730633966,0.4823027862645383,1.356396926416372,0.35928253972118157,-0.7694745457785532,6
8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,-0.0061024693762639646,0.6587222960200224,-0.8816563527834855,0.2785885108336221,0.01775532630302505,0.10597060001580692,-0.2040867864955234,0.7071145788249722,-0.1276726174437711,-0.6371765857504236,-0.8619244175318104,5
7.6,0.54,0.13,2.5,0.0969999999999999,24.0,66.0,0.99785,3.39,0.61,9.4,-0.40924685254568716,0.05751101308435418,-0.7281758681422271,-0.017309719899392832,0.17983417396589965,0.7762487369508947,0.603867549180168,0.6107666677276603,0.5175750103215091,-0.28548512970162193,-0.9543742892850674,5
7.8,0.48,0.68,1.7,0.415,14.0,32.0,0.99656,3.09,1.06,9.1,-0.2940627430687092,-0.2704224139714652,2.0856330169475092,-0.6091061813654229,6.622468368565239,-0.18129145867065927,-0.4526881205495823,-0.07972669513657607,-1.4181678729743317,2.352200790664393,-1.2317239045448403,6
7.8,0.91,0.07,1.9,0.0579999999999999,22.0,47.0,0.99525,3.51,0.43,10.7,-0.2940627430687092,2.0797671465952385,-1.0351368374247438,-0.4611570659989154,-0.610300208390623,0.5847406978265839,0.013439380801778167,-0.7809253814560826,1.2918721636398425,-1.3405594978480277,0.24747404350727803,6
6.3,0.98,0.01,2.0,0.057,15.0,33.0,0.99488,3.6,0.46,11.2,-1.1579435641460434,2.4623561448270275,-1.3420978067072604,-0.3871825083156616,-0.6305600643484806,-0.08553743910850388,-0.42161295379282493,-0.9789738653783709,1.8725950286285962,-1.1647137698236267,0.7097234022735651,6
8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,-0.12128657885324247,1.861144861891359,-1.3932579682543467,-0.23923339294915397,-0.08354395348627253,-0.5643075369192809,-0.48376328730633966,-0.07972669513657607,-0.3857716685498832,-0.9302527991244255,-0.5845748022720374,5
8.8,0.42,0.21,2.5,0.092,33.0,88.0,0.99823,3.19,0.52,9.2,0.28185780431618074,-0.5983558410272842,-0.3188945757655383,-0.017309719899392832,0.07853489417660377,1.6380349130102936,1.28752121782883,0.8141678133775541,-0.7729202452090513,-0.8130223137748247,-1.1392740327915833,5
9.0,0.58,0.25,2.8,0.075,9.0,104.0,0.99779,3.23,0.57,9.7,0.39704191379315823,0.27613329778823315,-0.11425392957719378,0.2046139531503683,-0.26588265710700865,-0.6600615564814363,1.7847238859369479,0.5786506973618502,-0.5148211941029393,-0.5199461004008235,-0.6770246740252962,5
9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42,9.6,0.5698180780086255,0.6860500816080074,-0.06309376803010762,-0.3871825083156616,0.15957431800804206,-1.0430776347300579,-0.3594626202793102,0.359191566529081,-0.3857716685498832,-1.399174740522828,-0.7694745457785532,5
8.8,0.7,0.0,1.7,0.069,8.0,19.0,0.99701,3.31,0.53,10.0,0.28185780431618074,0.9320001518998713,-1.3932579682543467,-0.6091061813654229,-0.3874417928541658,-0.7558155760435917,-0.8566652883874281,0.16114308260673318,0.0013769081092849425,-0.7544070711000244,-0.39967505876552323,6
9.1,0.68,0.11,2.8,0.093,11.0,44.0,0.99888,3.31,0.55,9.5,0.45463396853164695,0.8226890095479321,-0.8304961912363995,0.2046139531503683,0.09879475013446333,-0.46855351735712547,-0.07978611946849393,1.1620908256735047,0.0013769081092849425,-0.6371765857504236,-0.8619244175318104,6
9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.99888,3.31,0.54,9.5,0.5122260232701357,0.7680334383719623,-0.8816563527834855,0.3525630685168759,0.05827503821874419,-0.37279949779497007,0.04451454755853553,1.1620908256735047,0.0013769081092849425,-0.6957918284252239,-0.8619244175318104,6
8.8,0.59,0.18,2.9,0.089,12.0,74.0,0.99738,3.14,0.54,9.4,0.28185780431618074,0.33078886896420306,-0.4723750604067966,0.2785885108336221,0.01775532630302505,-0.37279949779497007,0.852468883234227,0.359191566529081,-1.09554405909169,-0.6957918284252239,-0.9543742892850674,5
7.5,0.6,0.32,2.7,0.103,13.0,98.0,0.99938,3.45,0.62,9.5,-0.46683890728417593,0.385444440140173,0.24386720125240904,0.1306393954671148,0.3013933097130588,-0.27704547823281467,1.5982728853964037,1.429723912055019,0.9047235869806772,-0.22686988702682157,-0.8619244175318104,5
7.1,0.59,0.02,2.3,0.0819999999999999,24.0,94.0,0.99744,3.55,0.53,9.7,-0.6972071262381319,0.33078886896420306,-1.2909376451601744,-0.16525883526590046,-0.12406366540199364,0.7762487369508947,1.4739722183693742,0.39130753689483183,1.5499712147459546,-0.7544070711000244,-0.6770246740252962,6
7.9,0.72,0.01,1.9,0.076,7.0,32.0,0.99668,3.39,0.54,9.6,-0.23647068833021995,1.0413112942518112,-1.3420978067072604,-0.4611570659989154,-0.24562280114914908,-0.8515695956057471,-0.4526881205495823,-0.015494754405015047,0.5175750103215091,-0.6957918284252239,-0.7694745457785532,5
9.4,0.685,0.26,2.4,0.0819999999999999,23.0,143.0,0.9978,3.28,0.55,9.4,0.6274101327471142,0.8500167951359171,-0.06309376803010762,-0.09128427758264665,-0.12406366540199364,0.6804947173887393,2.9966553894504853,0.5840033590895148,-0.19219738022030056,-0.6371765857504236,-0.9543742892850674,5
9.5,0.57,0.27,2.3,0.0819999999999999,23.0,144.0,0.99782,3.27,0.55,9.4,0.6850021874856029,0.22147772661226328,-0.011933606483021464,-0.16525883526590046,-0.12406366540199364,0.6804947173887393,3.0277305562072425,0.5947086825447849,-0.25672214299682716,-0.6371765857504236,-0.9543742892850674,5
7.9,0.4,0.29,1.8,0.157,1.0,44.0,0.9973,3.3,0.92,9.5,-0.23647068833021995,-0.7076669833792237,0.09038671661115057,-0.535131623682169,1.3954255314374748,-1.4260937129786795,-0.07978611946849393,0.3163702727080007,-0.06314785466724451,1.5315873932171884,-0.8619244175318104,6
7.9,0.4,0.3,1.8,0.157,2.0,45.0,0.99727,3.31,0.91,9.5,-0.23647068833021995,-0.7076669833792237,0.14154687815823674,-0.535131623682169,1.3954255314374748,-1.3303396934165241,-0.04871095271173656,0.30031228752512534,0.0013769081092849425,1.472972150542388,-0.8619244175318104,6
7.2,1.0,0.0,3.0,0.102,7.0,16.0,0.99586,3.43,0.46,10.0,-0.6396150714996427,2.571667287178967,-1.3932579682543467,0.3525630685168759,0.2811334537551992,-0.8515695956057471,-0.9498907886577002,-0.45441301607067214,0.7756740614276212,-1.1647137698236267,-0.39967505876552323,5
6.9,0.765,0.18,2.4,0.243,5.5,48.0,0.99612,3.4,0.6,10.3,-0.8123912357151094,1.2872613645436757,-0.4723750604067966,-0.09128427758264665,3.1377731438133964,-0.9952006249489802,0.04451454755853553,-0.31524381115228,0.5820997730980357,-0.3441003723764223,-0.12232544350575032,6
6.9,0.635,0.17,2.4,0.241,6.0,18.0,0.9961,3.4,0.59,10.3,-0.8123912357151094,0.5767389392560676,-0.5235352219538827,-0.09128427758264665,3.0972534318976774,-0.9473236151679025,-0.8877404551441854,-0.3259491346075501,0.5820997730980357,-0.4027156150512227,-0.12232544350575032,6
8.3,0.43,0.3,3.4,0.079,7.0,34.0,0.99788,3.36,0.61,10.5,-0.0061024693762639646,-0.5437002698513144,0.14154687815823674,0.6484612992498909,-0.18484323327557037,-0.8515695956057471,-0.39053778703606756,0.6268246529105358,0.32400072199192365,-0.28548512970162193,0.06257430000076386,5
7.1,0.52,0.03,2.6,0.076,21.0,92.0,0.99745,3.5,0.6,9.8,-0.6972071262381319,-0.05180012926758561,-1.2397774836130884,0.056664837783860986,-0.24562280114914908,0.48898667826442854,1.4118218848558595,0.3966601986224371,1.2273474008633158,-0.3441003723764223,-0.5845748022720374,5
7.0,0.57,0.0,2.0,0.19,12.0,45.0,0.99676,3.31,0.6,9.4,-0.7547991809766207,0.22147772661226328,-1.3932579682543467,-0.3871825083156616,2.06400077804684,-0.37279949779497007,-0.04871095271173656,0.027326539416005824,0.0013769081092849425,-0.3441003723764223,-0.9543742892850674,6
6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,3.66,0.65,9.8,-1.0427594546690653,-0.3797335563234047,-0.677015706595141,-0.09128427758264665,0.524251725249514,-0.6600615564814363,-0.29731228676579546,0.3270755961632708,2.259743605287764,-0.051024159002420445,-0.5845748022720374,5
9.0,0.82,0.05,2.4,0.081,26.0,96.0,0.99814,3.36,0.53,10.0,0.39704191379315823,1.5878670060115094,-1.137457160518916,-0.09128427758264665,-0.14432352135985124,0.9677567760752055,1.536122551882889,0.7659938578289279,0.32400072199192365,-0.7544070711000244,-0.39967505876552323,5
7.1,0.59,0.01,2.5,0.077,20.0,85.0,0.99746,3.55,0.59,9.8,-0.6972071262381319,0.33078886896420306,-1.3420978067072604,-0.017309719899392832,-0.22536294519128952,0.39323265870227314,1.194295717558558,0.40201286035010186,1.5499712147459546,-0.4027156150512227,-0.5845748022720374,5
9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,0.9153704064395589,-0.9809448392590733,0.7043086551761839,-0.16525883526590046,-0.10380380944413209,-0.46855351735712547,0.4484917153963813,0.7981098281946787,-0.6438707196559953,-0.9302527991244255,-0.8619244175318104,5
10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,0.9729624611780476,0.16682215543629397,-0.16541409112427993,-0.23923339294915397,-0.18484323327557037,0.29747863914011774,0.3552662151261092,1.2798493836813567,-0.837445007985578,-0.5785613430756232,-0.30722518701226614,6
8.6,0.63,0.17,2.9,0.099,21.0,119.0,0.998,3.09,0.52,9.3,0.16667369483920225,0.5494111536680827,-0.5235352219538827,0.2785885108336221,0.22035388588162075,0.48898667826442854,2.2508513872883085,0.6910565936420968,-1.4181678729743317,-0.8130223137748247,-1.0468241610383244,5
7.4,0.37,0.43,2.6,0.0819999999999999,18.0,82.0,0.99708,3.33,0.68,9.7,-0.5244309620226647,-0.8716336969071334,0.8066289782703563,0.056664837783860986,-0.12406366540199364,0.20172461957796234,1.1010702172882858,0.19861171470014874,0.130426433662341,0.12482156902198069,-0.6770246740252962,6
8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,0.28185780431618074,0.6040667248440525,-0.5235352219538827,0.2785885108336221,-0.08354395348627253,0.8720027565130501,2.592678221612639,0.7874045047394086,-0.5148211941029393,-0.6957918284252239,-0.7694745457785532,5
7.1,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,9.7,-0.6972071262381319,0.44010001131614285,-1.2909376451601744,-0.017309719899392832,-0.14432352135985124,0.10597060001580692,1.2564460510720727,0.3966601986224371,1.09829787531026,-0.3441003723764223,-0.6770246740252962,6
7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,-0.35165479780719794,0.385444440140173,-1.3932579682543467,0.056664837783860986,-0.6710797762641997,-0.8515695956057471,-1.0431162889279721,-0.17072194450628256,0.4530502475449797,-0.5785613430756232,0.3399239152605368,5
10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,1.0305545159165364,-1.4181894086668319,1.3693907552883038,-0.16525883526590046,-0.4684812166856041,-0.8515695956057471,-0.6391391210901265,-0.7488094110902723,-0.9019697707621074,-0.7544070711000244,1.9115717350659123,6
10.8,0.89,0.3,2.6,0.132,7.0,60.0,0.99786,2.99,1.18,10.2,1.4336988990859596,1.9704560042432988,0.14154687815823674,0.056664837783860986,0.888929132490986,-0.8515695956057471,0.4174165486396239,0.6161193294552657,-2.063415500739609,3.0555837027619965,-0.21477531525900906,5
8.7,0.46,0.31,2.5,0.126,24.0,64.0,0.99746,3.1,0.74,9.6,0.224265749577691,-0.3797335563234047,0.1927070397053229,-0.017309719899392832,0.7673699967438286,0.7762487369508947,0.5417172156666533,0.40201286035010186,-1.3536431101978021,0.4765130250707823,-0.7694745457785532,5
9.3,0.37,0.44,1.6,0.038,21.0,42.0,0.99526,3.24,0.81,10.8,0.5698180780086255,-0.8716336969071334,0.8577891398174424,-0.6830807390486765,-1.015497327547812,0.48898667826442854,-0.14193645298200866,-0.7755727197284178,-0.4502964313264098,0.886819723794385,0.3399239152605368,7
9.4,0.5,0.34,3.6,0.0819999999999999,5.0,14.0,0.9987,3.29,0.52,10.7,0.6274101327471142,-0.1611112716195254,0.3461875243465814,0.7964104146163985,-0.12406366540199364,-1.0430776347300579,-1.012041122171215,1.0657429145761927,-0.1276726174437711,-0.8130223137748247,0.24747404350727803,6
7.2,0.61,0.08,4.0,0.0819999999999999,26.0,108.0,0.99641,3.25,0.51,9.4,-0.6396150714996427,0.44010001131614285,-0.9839766758776577,1.0923086453494135,-0.12406366540199364,0.9677567760752055,1.9090245529639773,-0.1600166210510125,-0.3857716685498832,-0.871637556449625,-0.9543742892850674,5
8.6,0.55,0.09,3.3,0.068,8.0,17.0,0.99735,3.23,0.44,10.0,0.16667369483920225,0.11216658426032408,-0.9328165143305717,0.574486741566637,-0.40770164881202536,-0.7558155760435917,-0.9188156219009428,0.3431335813461462,-0.5148211941029393,-1.2819442551732274,-0.39967505876552323,5
5.1,0.585,0.0,1.7,0.044,14.0,86.0,0.99264,3.56,0.94,12.9,-1.8490482210079107,0.30346108337621813,-1.3932579682543467,-0.6091061813654229,-0.8939381918006548,-0.18129145867065927,1.2253708843153153,-2.1779700923674308,1.614495977522484,1.6488178785667886,2.2813712220789424,7
7.7,0.56,0.08,2.5,0.114,14.0,46.0,0.9971,3.24,0.66,9.6,-0.35165479780719794,0.16682215543629397,-0.9839766758776577,-0.017309719899392832,0.524251725249514,-0.18129145867065927,-0.017635785954979197,0.20931703815541883,-0.4502964313264098,0.007591083672379936,-0.7694745457785532,6
8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,9.9,0.051489585362224775,-0.05180012926758561,-0.2677344142184521,0.1306393954671148,-0.08354395348627253,-1.1388316542922132,-0.8877404551441854,0.05944250978181605,-0.32124690577335663,-0.5199461004008235,-0.4921249305187803,6
8.2,0.28,0.4,2.4,0.052,4.0,10.0,0.99356,3.33,0.7,12.8,-0.06369452411475372,-1.3635338374908619,0.6531484936290981,-0.09128427758264665,-0.7318593441377784,-1.1388316542922132,-1.1363417891982444,-1.6855252134254828,0.130426433662341,0.2420520543715808,2.188921350325685,7
8.4,0.25,0.39,2.0,0.0409999999999999,4.0,10.0,0.99386,3.27,0.71,12.5,0.051489585362224775,-1.5275005510187716,0.6019883320820119,-0.3871825083156616,-0.9547177596742354,-1.1388316542922132,-1.1363417891982444,-1.52494536159661,-0.25672214299682716,0.3006672970463812,1.9115717350659123,7
7.4,0.53,0.12,1.9,0.165,4.0,12.0,0.99702,3.26,0.86,9.2,-0.5244309620226647,0.002855441908384288,-0.7793360296893133,-0.4611570659989154,1.5575043791003513,-1.1388316542922132,-1.0741914556847296,0.16649574433439795,-0.32124690577335663,1.1798959371683861,-1.1392740327915833,5
7.6,0.48,0.31,2.8,0.07,4.0,15.0,0.99693,3.22,0.55,10.3,-0.40924685254568716,-0.2704224139714652,0.1927070397053229,0.2046139531503683,-0.36718193689630624,-1.1388316542922132,-0.9809659554144575,0.11832178878571233,-0.5793459568794659,-0.6371765857504236,-0.12232544350575032,6
7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.99562,3.3,0.47,10.5,-0.5820230167611539,-0.2157668427954953,-0.8816563527834855,0.056664837783860986,-0.40770164881202536,-1.1388316542922132,-1.012041122171215,-0.5828768975337941,-0.06314785466724451,-1.1060985271488266,0.06257430000076386,5
12.9,0.5,0.55,2.8,0.072,7.0,24.0,1.00012,3.09,0.68,10.9,2.6431320485942273,-0.1611112716195254,1.4205509168353898,0.2046139531503683,-0.3266622249805874,-0.8515695956057471,-0.7012894546036412,1.8258208798995361,-1.4181678729743317,0.12482156902198069,0.43237378701379386,6
10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,1.4336988990859596,-0.4343891274993746,0.2950273627994952,-0.017309719899392832,0.22035388588162075,0.39323265870227314,-0.2662371200090381,0.7874045047394086,-0.4502964313264098,0.3006672970463812,0.3399239152605368,5
6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,-0.8123912357151094,-0.7623225545551937,-0.16541409112427993,-0.3132079506324078,0.2811334537551992,-1.1388316542922132,-1.2295672894685163,-1.1181430702967632,0.8401988242041478,-0.4613308577260231,0.894623145780081,4
12.6,0.41,0.54,2.8,0.103,19.0,41.0,0.99939,3.21,0.76,11.3,2.47035588437876,-0.6530114122032542,1.3693907552883038,0.2046139531503683,0.3013933097130588,0.29747863914011774,-0.17301161973876603,1.435076573782624,-0.6438707196559953,0.5937435104203831,0.8021732740268238,6
9.8,0.51,0.19,3.2,0.081,8.0,30.0,0.9984,3.23,0.58,10.5,0.8577783517010702,-0.10645570044355551,-0.4212148988597105,0.5005121838833836,-0.14432352135985124,-0.7558155760435917,-0.514838454063097,0.9051630627472605,-0.5148211941029393,-0.4613308577260231,0.06257430000076386,6
10.8,0.29,0.42,1.6,0.084,19.0,27.0,0.99545,3.28,0.73,11.9,1.4336988990859596,-1.3088782663148923,0.75546881672327,-0.6830807390486765,-0.08354395348627253,0.29747863914011774,-0.6080639543333691,-0.6738721469035007,-0.19219738022030056,0.4178977823959819,1.356872504546368,6
7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.99632,3.29,0.45,9.4,-0.6972071262381319,1.0139835086638262,-1.3932579682543467,-0.1282715564242734,-0.34692208093844695,0.48898667826442854,0.013439380801778167,-0.2081905765996981,-0.1276726174437711,-1.223329012498427,-0.9543742892850674,5
9.1,0.66,0.15,3.2,0.0969999999999999,9.0,59.0,0.99976,3.28,0.54,9.6,0.45463396853164695,0.7133778671959924,-0.625855545048055,0.5005121838833836,0.17983417396589965,-0.6600615564814363,0.38634138188286654,1.6331250577049126,-0.19219738022030056,-0.6957918284252239,-0.7694745457785532,5
7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,3.34,0.6,9.7,-0.7547991809766207,0.8500167951359171,-1.3932579682543467,-0.4611570659989154,0.22035388588162075,-0.6600615564814363,-0.763439788117156,-0.3473597815180902,0.19495119643886757,-0.3441003723764223,-0.6770246740252962,5
4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.99154,3.71,0.74,14.0,-1.9642323304848883,-0.5983558410272842,-1.3932579682543467,-0.3132079506324078,-0.8128987679692166,0.010216580453651524,-0.14193645298200866,-2.7667628824066908,2.582367419170403,0.4765130250707823,3.2983198113647734,7
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,-0.9275753451920874,0.05751101308435418,-0.7281758681422271,-0.3871825083156616,-0.24562280114914908,-0.08553743910850388,-0.32838745352255283,0.3163702727080007,1.9371197914051228,-0.10963940167722082,-0.5845748022720374,5
7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,-0.6972071262381319,-0.2704224139714652,0.039226555064064694,0.2046139531503683,-0.40770164881202536,-0.9473236151679025,-0.9498907886577002,0.05944250978181605,-0.4502964313264098,-0.7544070711000244,-0.12232544350575032,5
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,-0.6972071262381319,-0.3797335563234047,-0.677015706595141,0.2046139531503683,-0.24562280114914908,-0.08553743910850388,-0.29731228676579546,-0.251011870420719,0.32400072199192365,-0.9888680417992258,0.24747404350727803,5
